# raw base_link odometry (TUM format), robot's own estimator
1778755156.124161 -4.561537 -29.090799 0.316349 -0.012855 -0.025366 0.766164 0.642015
1778755156.167359 -4.561907 -29.088625 0.316078 -0.013581 -0.025466 0.767042 0.640948
1778755156.219630 -4.562208 -29.086521 0.316859 -0.014001 -0.025525 0.767381 0.640531
1778755156.272614 -4.562549 -29.084824 0.319270 -0.013975 -0.025476 0.767670 0.640187
1778755156.332312 -4.562765 -29.083426 0.320386 -0.014030 -0.025365 0.767829 0.639999
1778755156.382891 -4.562812 -29.082560 0.320974 -0.013948 -0.025296 0.767897 0.639921
1778755156.437696 -4.562946 -29.081810 0.321239 -0.013997 -0.025249 0.767975 0.639829
1778755156.490016 -4.563115 -29.081181 0.321320 -0.014077 -0.025234 0.768047 0.639741
1778755156.542265 -4.563234 -29.080555 0.320008 -0.014021 -0.025258 0.768076 0.639707
1778755156.596539 -4.563303 -29.080000 0.316869 -0.014007 -0.025198 0.768079 0.639706
1778755156.648698 -4.563374 -29.079466 0.316016 -0.014008 -0.025145 0.768093 0.639691
1778755156.705126 -4.563480 -29.078995 0.315773 -0.013975 -0.025071 0.768223 0.639539
1778755156.755496 -4.563620 -29.078392 0.316270 -0.014042 -0.025006 0.768237 0.639523
1778755156.809823 -4.563708 -29.077890 0.318838 -0.014040 -0.024976 0.768347 0.639392
1778755156.861178 -4.563791 -29.077473 0.320174 -0.014013 -0.024946 0.768358 0.639380
1778755156.915748 -4.563795 -29.077177 0.320606 -0.014045 -0.024878 0.768291 0.639463
1778755156.978148 -4.563880 -29.076916 0.320989 -0.014043 -0.024863 0.768377 0.639360
1778755157.025751 -4.563932 -29.076664 0.321169 -0.013972 -0.024840 0.768477 0.639242
1778755157.080526 -4.563973 -29.076412 0.321228 -0.013960 -0.024823 0.768502 0.639213
1778755157.132501 -4.564083 -29.076159 0.320047 -0.014041 -0.024844 0.768517 0.639193
1778755157.186070 -4.564145 -29.075928 0.320725 -0.014053 -0.024845 0.768533 0.639173
1778755157.250434 -4.564121 -29.075706 0.320978 -0.013998 -0.024789 0.768555 0.639150
1778755157.327418 -4.564156 -29.075451 0.321106 -0.013940 -0.024757 0.768628 0.639065
1778755157.355137 -4.564204 -29.075243 0.321166 -0.013949 -0.024690 0.768682 0.639003
1778755157.400102 -4.564276 -29.075005 0.321153 -0.013921 -0.024737 0.768688 0.638994
1778755157.455333 -4.564290 -29.074783 0.321193 -0.013922 -0.024737 0.768642 0.639050
1778755157.509371 -4.564270 -29.074509 0.321214 -0.013875 -0.024660 0.768659 0.639033
1778755157.565714 -4.564334 -29.074329 0.321199 -0.013897 -0.024646 0.768687 0.638999
1778755157.627599 -4.564528 -29.073887 0.321220 -0.013872 -0.024662 0.768633 0.639064
1778755157.674148 -4.564950 -29.072830 0.320672 -0.013987 -0.024821 0.766608 0.641484
1778755157.725866 -4.564842 -29.071682 0.318813 -0.014780 -0.025279 0.761652 0.647324
1778755157.779209 -4.564130 -29.071390 0.319222 -0.015720 -0.023613 0.753396 0.656956
1778755157.833858 -4.564065 -29.072113 0.320116 -0.016692 -0.021197 0.741536 0.670371
1778755157.881599 -4.564964 -29.071459 0.321717 -0.014090 -0.017344 0.724994 0.688393
1778755157.937364 -4.567317 -29.070950 0.324162 -0.016003 -0.017574 0.705027 0.708782
1778755157.992026 -4.569503 -29.069540 0.325402 -0.019684 -0.017767 0.682505 0.730399
1778755158.042642 -4.571742 -29.067484 0.325324 -0.024935 -0.017175 0.661698 0.749159
1778755158.095693 -4.574173 -29.065279 0.324388 -0.026219 -0.014001 0.644969 0.763630
1778755158.151795 -4.576982 -29.062494 0.324331 -0.027110 -0.013999 0.631211 0.775011
1778755158.207871 -4.579591 -29.059679 0.323658 -0.028217 -0.013464 0.619784 0.784149
1778755158.274630 -4.581724 -29.057154 0.321422 -0.027691 -0.012740 0.610620 0.791337
1778755158.315184 -4.583797 -29.054924 0.319681 -0.026585 -0.012086 0.603619 0.796738
1778755158.375246 -4.585747 -29.052879 0.315169 -0.024386 -0.011484 0.597986 0.801053
1778755158.419940 -4.588740 -29.050922 0.313131 -0.024886 -0.012204 0.593759 0.804166
1778755158.496179 -4.589780 -29.049953 0.311991 -0.024285 -0.011573 0.594739 0.803469
1778755158.522193 -4.588926 -29.049561 0.312055 -0.022716 -0.010578 0.602218 0.797939
1778755158.574027 -4.587807 -29.049473 0.312768 -0.020852 -0.008536 0.613646 0.789260
1778755158.627092 -4.586581 -29.049757 0.313361 -0.020233 -0.007425 0.626160 0.779397
1778755158.686291 -4.585116 -29.050306 0.314039 -0.019528 -0.007217 0.642520 0.765986
1778755158.731462 -4.583930 -29.051008 0.314363 -0.018148 -0.006641 0.660734 0.750371
1778755158.810510 -4.582900 -29.051001 0.314788 -0.016334 -0.007308 0.680362 0.732658
1778755158.843224 -4.581936 -29.050379 0.315051 -0.013486 -0.007249 0.701023 0.712974
1778755158.896294 -4.583797 -29.048613 0.315592 -0.011065 -0.007494 0.721661 0.692118
1778755158.945278 -4.584415 -29.047140 0.314637 -0.007446 -0.006756 0.737518 0.675253
1778755158.999655 -4.584578 -29.046345 0.313464 -0.003048 -0.004582 0.749933 0.661491
1778755159.052890 -4.582493 -29.046902 0.311333 0.001744 -0.000974 0.760180 0.649710
1778755159.108564 -4.584544 -29.047682 0.312030 0.002856 0.003199 0.767639 0.640868
1778755159.159199 -4.588501 -29.047222 0.311696 -0.012015 -0.000233 0.774708 0.632205
1778755159.214339 -4.590750 -29.047279 0.309452 -0.024971 0.000135 0.784227 0.619971
1778755159.269678 -4.595607 -29.048666 0.306625 -0.032516 -0.000686 0.790593 0.611478
1778755159.324620 -4.596760 -29.048113 0.306679 -0.029564 -0.000382 0.794257 0.606862
1778755159.372231 -4.597753 -29.047850 0.305859 -0.032925 -0.001946 0.796621 0.603579
1778755159.425301 -4.597285 -29.047709 0.303099 -0.033175 -0.003486 0.798179 0.601496
1778755159.482054 -4.596414 -29.047935 0.302475 -0.033379 -0.004388 0.799375 0.599889
1778755159.537623 -4.596241 -29.048149 0.302290 -0.033463 -0.004714 0.799650 0.599515
1778755159.595499 -4.596430 -29.048262 0.302208 -0.033639 -0.004951 0.799532 0.599660
1778755159.641922 -4.596488 -29.048176 0.302166 -0.033834 -0.005066 0.799410 0.599811
1778755159.696691 -4.596321 -29.048138 0.302092 -0.033816 -0.005110 0.799148 0.600161
1778755159.749034 -4.596220 -29.048199 0.302044 -0.033801 -0.005230 0.798868 0.600533
1778755159.812935 -4.596226 -29.048258 0.301999 -0.033855 -0.005328 0.798818 0.600596
1778755159.858863 -4.596319 -29.048336 0.301985 -0.033901 -0.005373 0.798675 0.600783
1778755159.908495 -4.596330 -29.048397 0.301929 -0.033863 -0.005395 0.798469 0.601059
1778755159.965233 -4.596278 -29.048368 0.301895 -0.033871 -0.005367 0.798311 0.601268
1778755160.017124 -4.596269 -29.048389 0.301850 -0.033875 -0.005336 0.798211 0.601401
1778755160.073924 -4.596325 -29.048483 0.301816 -0.033896 -0.005388 0.798123 0.601516
1778755160.120425 -4.596392 -29.048622 0.301817 -0.033886 -0.005469 0.797984 0.601701
1778755160.172668 -4.596350 -29.048695 0.301787 -0.033814 -0.005506 0.797921 0.601787
1778755160.225659 -4.596328 -29.048758 0.301789 -0.033764 -0.005526 0.797795 0.601957
1778755160.278073 -4.596315 -29.048758 0.301783 -0.033739 -0.005514 0.797790 0.601966
1778755160.332118 -4.596358 -29.048771 0.301760 -0.033769 -0.005534 0.797786 0.601968
1778755160.387157 -4.596362 -29.048817 0.301737 -0.033718 -0.005571 0.797683 0.602108
1778755160.440542 -4.596362 -29.048828 0.301720 -0.033700 -0.005581 0.797664 0.602134
1778755160.496875 -4.596364 -29.048840 0.301699 -0.033672 -0.005548 0.797607 0.602212
1778755160.545974 -4.596400 -29.048874 0.301688 -0.033681 -0.005533 0.797562 0.602270
1778755160.598514 -4.596429 -29.048914 0.301701 -0.033697 -0.005514 0.797489 0.602366
1778755160.655482 -4.596394 -29.048971 0.301693 -0.033638 -0.005482 0.797392 0.602499
1778755160.706243 -4.596397 -29.048965 0.301681 -0.033641 -0.005493 0.797410 0.602475
1778755160.759118 -4.596418 -29.049002 0.301676 -0.033592 -0.005512 0.797338 0.602572
1778755160.811488 -4.596459 -29.049023 0.301665 -0.033572 -0.005563 0.797335 0.602577
1778755160.874451 -4.596446 -29.048990 0.301681 -0.033550 -0.005500 0.797277 0.602656
1778755160.937391 -4.596405 -29.049042 0.301665 -0.033473 -0.005498 0.797231 0.602720
1778755160.975102 -4.596424 -29.049063 0.301658 -0.033501 -0.005526 0.797230 0.602721
1778755161.038683 -4.596418 -29.049088 0.301653 -0.033465 -0.005549 0.797209 0.602750
1778755161.083916 -4.596402 -29.049076 0.301644 -0.033425 -0.005482 0.797137 0.602848
1778755161.151423 -4.596400 -29.049070 0.301635 -0.033429 -0.005435 0.797110 0.602884
1778755161.191487 -4.596392 -29.049124 0.301634 -0.033415 -0.005450 0.797133 0.602853
1778755161.244959 -4.596399 -29.049177 0.301642 -0.033424 -0.005462 0.797095 0.602903
1778755161.297738 -4.596414 -29.049189 0.301642 -0.033475 -0.005466 0.797054 0.602955
1778755161.354134 -4.596384 -29.049147 0.301650 -0.033433 -0.005429 0.797035 0.602983
1778755161.409220 -4.596388 -29.049129 0.301642 -0.033456 -0.005430 0.797031 0.602987
1778755161.459390 -4.596442 -29.049147 0.301636 -0.033497 -0.005466 0.797026 0.602990
1778755161.511978 -4.596435 -29.049198 0.301669 -0.033440 -0.005525 0.797047 0.602966
1778755161.566318 -4.596423 -29.049200 0.301673 -0.033420 -0.005527 0.796980 0.603055
1778755161.619744 -4.596411 -29.049194 0.301681 -0.033402 -0.005500 0.797002 0.603028
1778755161.675024 -4.596412 -29.049215 0.301657 -0.033396 -0.005510 0.797015 0.603011
1778755161.727005 -4.596396 -29.049240 0.301637 -0.033347 -0.005477 0.796993 0.603043
1778755161.779376 -4.596373 -29.049240 0.301631 -0.033321 -0.005464 0.796982 0.603058
1778755161.830632 -4.596363 -29.049234 0.301631 -0.033321 -0.005461 0.796928 0.603130
1778755161.881886 -4.596395 -29.049263 0.301638 -0.033324 -0.005526 0.796954 0.603095
1778755161.935033 -4.596409 -29.049288 0.301655 -0.033328 -0.005546 0.796965 0.603079
1778755161.988324 -4.596377 -29.049299 0.301672 -0.033258 -0.005554 0.796955 0.603097
1778755162.046939 -4.596376 -29.049288 0.301661 -0.033268 -0.005537 0.796925 0.603136
1778755162.102812 -4.596427 -29.049284 0.301658 -0.033356 -0.005568 0.796949 0.603099
1778755162.165896 -4.596441 -29.049339 0.301652 -0.033348 -0.005609 0.796935 0.603118
1778755162.208326 -4.596471 -29.049345 0.301648 -0.033373 -0.005648 0.796901 0.603161
1778755162.265531 -4.596440 -29.049339 0.301641 -0.033334 -0.005628 0.796912 0.603149
1778755162.318183 -4.596447 -29.049330 0.301639 -0.033351 -0.005666 0.796900 0.603163
1778755162.370456 -4.596450 -29.049366 0.301648 -0.033328 -0.005689 0.796921 0.603136
1778755162.421654 -4.596453 -29.049356 0.301646 -0.033313 -0.005691 0.796947 0.603103
1778755162.475920 -4.596441 -29.049335 0.301651 -0.033310 -0.005661 0.796886 0.603184
1778755162.524972 -4.596445 -29.049343 0.301642 -0.033317 -0.005661 0.796874 0.603199
1778755162.577858 -4.596457 -29.049368 0.301643 -0.033324 -0.005702 0.796929 0.603127
1778755162.631808 -4.596491 -29.049395 0.301635 -0.033343 -0.005746 0.796934 0.603118
1778755162.686843 -4.596505 -29.049368 0.301626 -0.033372 -0.005721 0.796934 0.603117
1778755162.741323 -4.596462 -29.049351 0.301640 -0.033343 -0.005659 0.796849 0.603232
1778755162.791631 -4.596447 -29.049374 0.301637 -0.033318 -0.005670 0.796861 0.603217
1778755162.847481 -4.596472 -29.049385 0.301621 -0.033333 -0.005689 0.796888 0.603180
1778755162.900528 -4.596464 -29.049372 0.301633 -0.033331 -0.005672 0.796856 0.603223
1778755162.952203 -4.596457 -29.049337 0.301637 -0.033347 -0.005666 0.796839 0.603245
1778755163.005200 -4.596480 -29.049381 0.301636 -0.033348 -0.005730 0.796777 0.603326
1778755163.058531 -4.596504 -29.049397 0.301625 -0.033378 -0.005743 0.796863 0.603210
1778755163.114907 -4.596494 -29.049416 0.301636 -0.033331 -0.005765 0.796837 0.603247
1778755163.167185 -4.596472 -29.049337 0.301652 -0.033325 -0.005709 0.796766 0.603341
1778755163.220311 -4.596488 -29.049316 0.301647 -0.033379 -0.005691 0.796802 0.603291
1778755163.271644 -4.596511 -29.049366 0.301622 -0.033387 -0.005740 0.796817 0.603270
1778755163.324619 -4.596516 -29.049402 0.301627 -0.033366 -0.005780 0.796840 0.603241
1778755163.384837 -4.596488 -29.049374 0.301652 -0.033342 -0.005726 0.796831 0.603254
1778755163.429986 -4.596468 -29.049368 0.301647 -0.033302 -0.005730 0.796819 0.603273
1778755163.497293 -4.596524 -29.049381 0.301635 -0.033393 -0.005789 0.796866 0.603205
1778755163.541677 -4.596530 -29.049446 0.301635 -0.033332 -0.005836 0.796869 0.603204
1778755163.599294 -4.596503 -29.049450 0.301636 -0.033301 -0.005832 0.796916 0.603143
1778755163.648263 -4.596517 -29.049450 0.301632 -0.033290 -0.005845 0.796819 0.603273
1778755163.701427 -4.596506 -29.049423 0.301637 -0.033317 -0.005813 0.796855 0.603224
1778755163.757136 -4.596522 -29.049450 0.301638 -0.033317 -0.005834 0.796886 0.603183
1778755163.811842 -4.596526 -29.049475 0.301635 -0.033339 -0.005841 0.796853 0.603224
1778755163.860981 -4.596523 -29.049421 0.301630 -0.033376 -0.005812 0.796866 0.603205
1778755163.914794 -4.596542 -29.049389 0.301626 -0.033408 -0.005797 0.796853 0.603221
1778755163.968012 -4.596578 -29.049372 0.301629 -0.033483 -0.005797 0.796884 0.603176
1778755164.023870 -4.596578 -29.049406 0.301624 -0.033436 -0.005834 0.796930 0.603118
1778755164.078480 -4.596567 -29.049383 0.301629 -0.033439 -0.005784 0.796895 0.603164
1778755164.127637 -4.596570 -29.049376 0.301625 -0.033468 -0.005777 0.796862 0.603206
1778755164.184566 -4.596588 -29.049383 0.301629 -0.033489 -0.005805 0.796912 0.603139
1778755164.249352 -4.596589 -29.049372 0.301633 -0.033507 -0.005785 0.796895 0.603161
1778755164.297361 -4.596568 -29.049351 0.301641 -0.033486 -0.005748 0.796887 0.603172
1778755164.350896 -4.596606 -29.049347 0.301638 -0.033517 -0.005769 0.796859 0.603207
1778755164.418752 -4.596619 -29.049368 0.301626 -0.033534 -0.005814 0.796891 0.603164
1778755164.454815 -4.596629 -29.049395 0.301628 -0.033525 -0.005818 0.796865 0.603199
1778755164.521266 -4.596651 -29.049372 0.301658 -0.033572 -0.005822 0.796869 0.603190
1778755164.560021 -4.596635 -29.049360 0.301639 -0.033564 -0.005794 0.796825 0.603250
1778755164.623384 -4.596610 -29.049356 0.301631 -0.033537 -0.005762 0.796862 0.603203
1778755164.664471 -4.596640 -29.049364 0.301641 -0.033571 -0.005801 0.796902 0.603148
1778755164.725474 -4.596668 -29.049355 0.301641 -0.033619 -0.005807 0.796881 0.603173
1778755164.771205 -4.596621 -29.049322 0.301636 -0.033559 -0.005741 0.796876 0.603183
1778755164.827478 -4.596648 -29.049286 0.301619 -0.033621 -0.005736 0.796839 0.603229
1778755164.877843 -4.596660 -29.049318 0.301613 -0.033633 -0.005771 0.796863 0.603196
1778755164.935530 -4.596647 -29.049330 0.301617 -0.033617 -0.005759 0.796887 0.603165
1778755164.991658 -4.596666 -29.049351 0.301615 -0.033601 -0.005820 0.796841 0.603226
1778755165.044561 -4.596645 -29.049343 0.301631 -0.033577 -0.005795 0.796821 0.603254
1778755165.094171 -4.596656 -29.049387 0.301626 -0.033549 -0.005868 0.796870 0.603190
1778755165.154542 -4.596665 -29.049408 0.301635 -0.033536 -0.005878 0.796875 0.603184
